ID,Name,ImageURL1,ImageURL2,DesignType,ProductCode
"ctrYbv0O4nQ0MvUzl9dr","COURTYARD САХАРОЗАМЕНИТЕЛЬ","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"d5IC8Irv3TjnqzZ2llV5","BEFIT (JIGARRANG SHAKAR)","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"dNGBbzI6HMC9lwPflJw6","COURTYARD SLIVKA","https://ik.imagekit.io/php1jcf0t/photo_2024-05-17_16-36-58_gHw-b0J8s.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"dQYnS1eUdXOAiYd7Sujx","LUNA CATERING","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"dgIa4LaBsvpnostnXAkI","COURTYARD (STICK - JIGARRANG)","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"dsHrMEq2UpucNV7P9Cpt","BBQ BURGER","https://ik.imagekit.io/php1jcf0t/BBQ__gray__zgDmCefl8.JPG","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"e640aFffc3GLjc39yioz","PREMIUM LINE JIGARRANG","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"eeXv9XTmX7S1dhbDd5BZ","HAYOT HOTEL","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"ezl1Fd2MgF0fTeWJaRaP","FISTIK","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"f4Awxn2bHPgnP8s4ROSy","SOFIYA","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"fVzYO9MVUax4EdxJPv1P","MADBRICK","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"fo0wVPfujpsJre1yITAk","PLOFF KEBAB","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","N/A","unique","N/A"
"fxXNUjevNA674I9p8dGi","MOVEN PICK SLIVKA","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"g3npfoQR9JfC0qPmPBYe","CHICKEN EXPRESS","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"ghoe292nEkKOvIQHAbxf","ONESTA","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"ghrllyYNst4onbhcxvmf","KARIMBEK","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"giJRU8V2AUDowzyY2LCl","LAPAMPUSHKA","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"hsA9yW05ihYsEZ7sRrEH","ЖИГУЛИ","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"hyfDkmvmNyMMNAKOoruU","CAY SIMIT ","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"iEwf6KB0QkZzUm6PBrmz","BROS","https://ik.imagekit.io/php1jcf0t/Bros_s2__ic_E3.JPG","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"iiTWbRSK6WaPR3lHm49C","SOFRAM","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"iizTYaMYje94guMmEYrZ","TURKISTON","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"imzuwfcsn56zLpQH1RpG","INTERNATIONAL HOTEL JIGARRANG","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"j7ZsIirFLH6CWRyUnUAz","BORDER TUZ","https://ik.imagekit.io/php1jcf0t/BORDER_SALT_minehnmpc.JPG","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"jFEzofPJrvemRN3b8KVy","WELLMORE","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"jKW5r2kEJQ5hADEKKnz3","SORA","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","N/A","unique","N/A"
"jm7ebSdTJDjmpGcephLZ","HUKUMDAR","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"k2QjjTERsMxgkxizdjih","HAVOKAND","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"kAQKoQFqh8TzLt031rDG","BURCHMULLA OQ SHAKAR","https://ik.imagekit.io/php1jcf0t/BURCHMULLA_1_3-6Al73YZ.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"kEOZq8dkVCHuzm5RfIPQ","MEROS HOTEL","https://ik.imagekit.io/php1jcf0t/photo_10_2025-08-24_12-26-38_TnbCEkTsD.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"kJswAnO9mwHO7GXiEDQZ","MEDINA HOTEL","https://ik.imagekit.io/php1jcf0t/photo_9_2025-08-24_12-26-38_-K3tyJ8Bl1.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"kpLg3AfdXFV3c9wumbwF","SOUL CAFFEE IN","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"m5doHsE1MaWXrAILw4w7","CHOCO LOCMA","https://ik.imagekit.io/php1jcf0t/choco_locma_dDPsgY1S3.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"modxYydTnYwE3cMXJqhz","MODERNO","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"nEQOHZB4RZLQwPkFXhej","GUTEN","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"nLhS2bdF9OrWdXLdu9vV","MISTO LOUNGE","https://ik.imagekit.io/php1jcf0t/photo_1_2025-08-24_12-26-38_9EMhp5iEu.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"nbO2OJcuKo6ICMczJvwO","BORDER","https://ik.imagekit.io/php1jcf0t/BORDER_stik_Bx6vidnrF.JPG","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"o6if0WESN1VBgW319AWd","GOSHT","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"oKWsuE8fY1OGb47W065D","RETRO","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"oRaUmXW1wdgPwAfI4EWg","SUZANE SASHET","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"oSY4I3F8dhBmtudsMqyU","MADINA FOOD","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"p33mznYbg8JRzp3nMaTY","ATOUR HOTEL","https://ik.imagekit.io/php1jcf0t/atour_HKYh_jiio.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"pPEuZ320QuDR6PviZu2S","CARAMEL","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"phC9gEfOEWs5tKy0hI9U","SOF","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"phLxVEYNNIiNNlRJXCug","VILLA BRASSERIE","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"q8fSWGtLsTg8o1cJ2zuQ","CINNABON JIGARRANG","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"qXZZSRpnAzHwIKKzvjyu","MERHABA","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"qos0xPjRyOsA1B5tfVB3","SULTANAHMET","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"rEzSDaCLJByTs18Sllzp","SKYCLUB","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","N/A","unique","N/A"
"rKSvo9wMN9I4qgpyDXew","BON BON","https://ik.imagekit.io/php1jcf0t/BON_BON__kleshe_2_ouzSL8cF4t.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"rgHkTry32FjBCNCfZ3gi","MUHTASHAM","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"sMu6bG2D6zLsad0PrlT4","ZAFARON","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"sRlyuFXTWtPD1Hfpv3QT","LEVEL","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"sVy47TkTWlsR4ww9Kmvm","COURTYARD OQ SHAKAR","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"shs3HiOn84Tg00G430aa","CINNABON OQ SHAKAR","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"ssjcPgWFAln5iO50i3EC","YAPROQ DONAR","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"sxQZzkaoEa5rCjNcL0vT","SKYBAR","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"t2yBitRbnYbR6ZWa0Svj","CHOPAR","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"tZZw5DInZ0i7haNr2DL7","EMIRHAN","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"uDSGgHXbwkCT3JPpmXp7","MOKHIZADEM","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"uTJsETWkEAH1Go1vno4A","CHEKSIZ(OQ-QORA DIZAYN)","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"uWyVtZUZuQOimUhCNwne","TURKISH DONER SHAKAR","https://ik.imagekit.io/php1jcf0t/trk-dnr_Ri7qAIjJlk.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"ukJ0lBc8iQ8oR9K1Ofua","BEK","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"v3ZNGeWUfiRQwe5p8Kv9","ANJIR TUZ","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"vRND1DIHaidHEo0clzZS","CINNAMON","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"vSAxegempKIaawjzFnpm","TENET JIGARRANG","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"w7baIlIHZoTim89yQ5ap","MADO (JIGARRANG)","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"wRSLw2sO1errRNvjTq62","FORN LEBNEN","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"wmMH5bWWNElsSHkTnJws","PIE REPUBLIC","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"xCnVBmgrUzJ6PaLCDx0H","MAROKAND","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"xKdWGFKjKmt1vrnRhj2h","CAKE BUMER","https://ik.imagekit.io/php1jcf0t/CakeBumer_qb6l_eyPD.JPG","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"xbbET9sfuzLawKmnyAU3","SUZANE (STICK)","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"xhIB0eFqKHxFu4K1ikmF","BOOK CAFE","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"xj7AIsmlZL6pOF8MBgxd","BRIGHTON","https://ik.imagekit.io/php1jcf0t/BrightoN_wivvJQCXM.JPG","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"xzUxYRuBH1e9YT501cKv","ICHAN QALA","https://ik.imagekit.io/php1jcf0t/ICHAN_QALA_vQRNu1roJ.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"y3vIPs0YRxKUP6EU4aTp","TIBET JIGARRANG","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"yezGug45x1utsrganBkU","BREADLY (JIGARRANG SHAKAR)","https://ik.imagekit.io/php1jcf0t/BREADLY_2_u1nS_gup5.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
"zNb799BeejGWb7ryibnO","JUMANJI","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","https://ik.imagekit.io/php1jcf0t/default_placeholder.jpg","unique","N/A"
